ctry,fh09,polity09,gini,fparl08,mena,lati,cari,east,sovi,afri,corr0509,corrRound,statusFH
Count (non-blank cells),191.0,159.0,146.0,191.0,213.0,213.0,213.0,213.0,213.0,213.0,203.0,203.0,Unknown
